,userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received,ratio
3194,1590161,79,21,1934,7,female,8.0,1,1,1,4,0,0,1,4,1.0
3195,1060324,14,1,1999,1,female,236.0,1,0,1,0,1,0,0,0,0.0
3196,1687956,15,16,1998,5,female,130.0,1,0,1,0,1,0,0,0,0.0
3201,1000768,18,1,1995,1,female,288.0,1,1,1,0,1,0,0,0,1.0
3202,1864125,18,18,1995,2,female,736.0,1,1,1,0,1,0,0,0,1.0
3211,1532781,20,31,1993,7,female,95.0,1,1,1,0,1,0,0,0,1.0
3212,1776494,20,15,1993,9,female,294.0,1,1,1,0,1,0,0,0,1.0
3213,1930877,22,23,1991,11,female,3.0,1,1,1,0,1,0,0,0,1.0
3217,1861640,22,10,1991,4,female,621.0,1,1,1,0,1,0,0,0,1.0
3219,1837274,23,1,1990,1,female,29.0,1,1,1,0,1,0,0,0,1.0
3231,1166663,25,1,1988,7,female,260.0,1,1,1,0,1,0,0,0,1.0
3234,1578934,27,18,1986,12,female,302.0,1,1,1,0,1,0,0,0,1.0
3235,2171980,26,1,1987,1,female,13.0,1,1,1,0,1,0,0,0,1.0
3240,1905841,26,1,1987,10,female,1237.0,1,1,1,0,1,0,0,0,1.0
3246,1060475,28,1,1985,1,female,127.0,1,1,1,0,1,0,0,0,1.0
3258,1862186,34,27,1979,1,female,896.0,1,1,1,0,1,0,0,0,1.0
3264,1341559,41,15,1972,6,female,704.0,1,0,1,0,1,0,0,0,0.0
3269,1469860,55,19,1958,10,female,289.0,1,0,1,0,1,0,0,0,0.0
3270,2024966,58,10,1955,2,female,460.0,1,1,1,0,1,0,0,0,1.0
3271,1772770,62,5,1951,6,female,705.0,1,1,1,0,1,0,0,0,1.0
3277,2147521,18,15,1995,4,female,195.0,1,1,1,1,1,1,0,0,1.0
3280,1546650,21,29,1992,8,female,446.0,1,0,1,1,1,1,0,0,0.0
3285,1511595,29,1,1984,5,female,137.0,1,1,1,1,1,0,0,1,1.0
3290,1861287,45,1,1968,1,female,89.0,1,1,1,1,1,0,0,1,1.0
3291,1102292,46,6,1967,8,female,712.0,1,1,1,1,1,1,0,0,1.0
3294,1931318,58,8,1955,2,female,315.0,1,1,1,1,1,1,0,0,1.0
3295,1605221,59,12,1954,4,female,33.0,1,1,1,1,1,1,0,0,1.0
3296,2147745,19,14,1994,6,female,57.0,1,1,1,2,1,2,0,0,1.0
3297,2178583,22,15,1991,10,female,87.0,1,1,1,3,1,2,0,1,1.0
3310,1314297,29,1,1984,12,female,53.0,1,1,2,0,0,0,2,0,1.0
3313,1310471,29,17,1984,6,female,124.0,1,1,2,0,0,0,2,0,1.0
3314,1557988,33,1,1980,1,female,258.0,1,1,2,0,0,0,2,0,1.0
3318,1263913,42,11,1971,2,female,376.0,1,1,2,0,0,0,2,0,1.0
3320,1063142,57,2,1956,3,female,179.0,1,1,2,0,0,0,2,0,1.0
3323,2127368,33,1,1980,1,female,16.0,1,1,2,1,0,0,2,1,1.0
3328,1778673,18,20,1995,5,female,86.0,1,1,2,24,0,2,2,22,1.0
3329,1205953,38,30,1975,3,female,462.0,1,0,2,3,0,1,2,2,0.0
3330,1481542,45,1,1968,1,female,85.0,1,0,2,18,0,0,2,18,0.0
3335,2178431,28,17,1985,3,female,47.0,1,0,2,7,1,4,1,3,0.0
3336,2074576,14,29,1999,12,female,14.0,1,0,2,0,2,0,0,0,0.0
3340,1532379,22,1,1991,1,female,32.0,1,0,2,0,2,0,0,0,0.0
3341,1182150,22,7,1991,3,female,428.0,1,1,2,0,2,0,0,0,1.0
3342,1437507,22,4,1991,7,female,237.0,1,1,2,0,2,0,0,0,1.0
3343,1783864,22,3,1991,7,female,154.0,1,0,2,0,2,0,0,0,0.0
3346,1544481,23,14,1990,8,female,320.0,1,1,2,0,2,0,0,0,1.0
3351,1891985,32,1,1981,6,female,311.0,1,0,2,0,2,0,0,0,0.0
3355,1484417,42,18,1971,8,female,498.0,1,0,2,0,2,0,0,0,0.0
3360,1909468,55,10,1958,11,female,527.0,1,1,2,0,2,0,0,0,1.0
3361,2193378,56,12,1957,5,female,13.0,1,1,2,0,2,0,0,0,1.0
3363,1219728,62,30,1951,1,female,169.0,1,0,2,0,2,0,0,0,0.0
3367,2136081,23,1,1990,1,female,506.0,1,1,2,1,2,1,0,0,1.0
3369,2083408,32,26,1981,7,female,367.0,1,1,2,1,2,1,0,0,1.0
3371,1260563,19,11,1994,1,female,62.0,1,1,2,2,2,2,0,0,1.0
3373,1612407,22,24,1991,9,female,398.0,1,1,2,2,2,2,0,0,1.0
3374,1813005,26,1,1987,1,female,408.0,1,1,2,2,2,2,0,0,1.0
3375,1913017,32,1,1981,1,female,147.0,1,1,2,2,2,0,0,2,1.0
3377,1574101,45,23,1968,4,female,335.0,1,1,2,2,2,2,0,0,1.0
3381,1798839,29,1,1984,1,female,13.0,1,1,2,4,2,4,0,0,1.0
3382,2166502,60,11,1953,10,female,95.0,1,1,2,12,2,7,0,5,1.0
3387,1932547,26,13,1987,5,female,228.0,1,0,3,0,0,0,3,0,0.0
3398,1453158,35,27,1978,8,female,388.0,1,0,3,9,0,2,3,7,0.0
3399,1768775,42,18,1971,12,female,364.0,1,0,3,5,0,3,3,2,0.0
3402,2073598,21,23,1992,6,female,25.0,1,0,3,1,1,0,2,1,0.0
3403,1018111,23,21,1990,4,female,100.0,1,1,3,2,2,2,1,0,1.0
3404,1364431,26,20,1987,6,female,514.0,1,1,3,2,1,2,2,0,1.0
3409,1221961,20,29,1993,6,female,195.0,1,1,3,0,3,0,0,0,1.0
3412,1967976,31,5,1982,11,female,235.0,1,0,3,0,3,0,0,0,0.0
3417,1546401,42,8,1971,10,female,12.0,1,0,3,0,3,0,0,0,0.0
3420,1920366,25,1,1988,1,female,17.0,1,1,3,1,3,1,0,0,1.0
3421,1318757,33,5,1980,3,female,798.0,1,1,3,1,3,1,0,0,1.0
3428,1055406,43,25,1970,1,female,408.0,1,1,3,4,3,4,0,0,1.0
3432,1039717,16,3,1997,7,female,56.0,1,1,4,0,0,0,4,0,1.0
3434,1791039,19,9,1994,5,female,515.0,1,0,4,0,0,0,4,0,0.0
3438,1325323,34,1,1979,1,female,564.0,1,1,4,0,0,0,4,0,1.0
3444,1096665,31,1,1982,1,female,19.0,1,1,4,6,0,2,4,4,1.0
3445,1621034,20,5,1993,2,female,240.0,1,1,4,0,2,0,2,0,1.0
3448,1521778,40,5,1973,4,female,290.0,1,1,4,0,3,0,1,0,1.0
3449,1997669,26,18,1987,1,female,666.0,1,1,4,3,3,2,1,1,1.0
3453,1729385,26,27,1987,8,female,172.0,1,1,4,0,4,0,0,0,1.0
3455,2182254,28,5,1985,9,female,399.0,1,1,4,0,4,0,0,0,1.0
3461,1662732,52,25,1961,8,female,442.0,1,1,4,0,4,0,0,0,1.0
3466,2036718,38,4,1975,9,female,58.0,1,0,4,1,4,1,0,0,0.0
3467,2162004,40,8,1973,12,female,261.0,1,1,4,2,4,1,0,1,1.0
3468,1657141,44,16,1969,4,female,160.0,1,1,4,1,4,1,0,0,1.0
3471,1937848,26,1,1987,1,female,362.0,1,1,4,4,4,4,0,0,1.0
3475,1945921,54,29,1959,11,female,165.0,1,0,5,0,0,0,5,0,0.0
3476,2009952,56,18,1957,2,female,1634.0,1,0,5,0,0,0,5,0,0.0
3479,1825535,25,8,1988,7,female,485.0,1,1,5,2,0,0,5,2,1.0
3480,1946646,27,27,1986,12,female,501.0,1,0,5,1,0,0,5,1,0.0
3481,1271432,40,18,1973,6,female,146.0,1,1,5,1,0,1,5,0,1.0
3484,2115075,35,29,1978,10,female,14.0,1,1,5,3,3,3,2,0,1.0
3487,1790747,30,21,1983,6,female,251.0,1,0,5,5,4,3,1,2,0.0
3489,1518644,21,26,1992,2,female,215.0,1,1,5,0,5,0,0,0,1.0
3491,1168893,25,26,1988,5,female,107.0,1,1,5,0,5,0,0,0,1.0
3500,1654671,25,24,1988,10,female,330.0,1,1,5,1,5,1,0,0,1.0
3503,1584442,35,7,1978,10,female,160.0,1,1,5,1,5,0,0,1,1.0
3507,1362420,27,7,1986,8,female,111.0,1,1,6,3,0,1,6,2,1.0
3510,1831620,18,15,1995,2,female,3.0,1,0,6,0,3,0,3,0,0.0
3511,1107503,23,17,1990,9,female,317.0,1,1,6,0,3,0,3,0,1.0
3515,1873299,31,16,1982,10,female,420.0,1,0,6,0,6,0,0,0,0.0
3517,2118340,17,26,1996,12,female,39.0,1,1,6,2,6,2,0,0,1.0
3518,2015867,33,26,1980,9,female,59.0,1,1,6,4,6,4,0,0,1.0
3520,1487592,20,23,1993,10,female,175.0,1,1,6,15,6,15,0,0,1.0
3525,1917256,40,24,1973,10,female,108.0,1,0,7,3,4,2,3,1,0.0
3526,1630348,25,21,1988,5,female,6.0,1,0,7,2,6,2,1,0,0.0
3527,2086626,25,1,1988,2,female,148.0,1,1,7,1,7,1,0,0,1.0
3528,1276097,28,26,1985,11,female,141.0,1,0,7,0,7,0,0,0,0.0
3530,1975747,50,9,1963,11,female,92.0,1,0,7,0,7,0,0,0,0.0
3533,2029211,25,25,1988,5,female,32.0,1,1,8,1,0,0,8,1,1.0
3536,1481795,23,22,1990,8,female,471.0,1,1,8,0,4,0,4,0,1.0
3541,1029743,19,10,1994,8,female,245.0,1,1,8,0,8,0,0,0,1.0
3542,1158797,23,3,1990,1,female,231.0,1,1,8,0,8,0,0,0,1.0
3546,1653874,33,17,1980,2,female,377.0,1,1,8,4,8,4,0,0,1.0
3547,1153660,34,22,1979,1,female,509.0,1,0,8,4,8,4,0,0,0.0
3549,2061875,27,1,1986,2,female,21.0,1,0,8,9,8,9,0,0,0.0
3550,1596132,25,1,1988,1,female,194.0,1,1,8,14,8,4,0,10,1.0
3555,1925958,23,25,1990,9,female,356.0,1,1,9,0,0,0,9,0,1.0
3564,2190749,25,17,1988,2,female,67.0,1,1,9,8,8,7,1,1,1.0
3566,2115796,31,1,1982,1,female,80.0,1,1,9,8,9,6,0,2,1.0
3573,1564047,46,3,1967,12,female,459.0,1,1,10,11,7,2,3,9,1.0
3574,1613849,39,20,1974,10,female,589.0,1,0,10,5,9,5,1,0,0.0
3581,1196827,28,21,1985,2,female,314.0,1,1,11,0,6,0,5,0,1.0
3592,2130854,15,14,1998,3,female,35.0,1,1,12,11,11,10,1,1,1.0
3594,2073470,29,7,1984,8,female,276.0,1,1,12,3,12,3,0,0,1.0
3595,1927134,25,22,1988,4,female,279.0,1,1,12,23,12,23,0,0,1.0
3598,1603558,49,26,1964,11,female,240.0,1,1,13,0,10,0,3,0,1.0
3605,2091307,25,9,1988,7,female,463.0,1,1,14,0,12,0,2,0,1.0
3606,1651248,26,15,1987,5,female,1231.0,1,1,14,3,12,3,2,0,1.0
3607,1475153,22,1,1991,1,female,415.0,1,0,14,2,14,2,0,0,0.0
3610,1704557,45,3,1968,8,female,63.0,1,1,14,9,14,9,0,0,1.0
3615,1281920,24,10,1989,5,female,160.0,1,0,15,17,6,17,9,0,0.0
3617,1412432,32,14,1981,9,female,186.0,1,0,15,1,13,1,2,0,0.0
3619,1806794,32,1,1981,3,female,632.0,1,0,15,0,15,0,0,0,0.0
3624,1543150,45,8,1968,1,female,382.0,1,0,16,9,2,2,14,7,0.0
3632,1877483,32,8,1981,1,female,1122.0,1,1,17,0,17,0,0,0,1.0
3633,1661046,48,27,1965,8,female,485.0,1,1,18,0,0,0,18,0,1.0
3634,1254768,24,13,1989,2,female,5.0,1,1,18,4,0,2,18,2,1.0
3635,1447661,37,15,1976,2,female,420.0,1,1,18,4,9,4,9,0,1.0
3639,1260852,35,18,1978,8,female,656.0,1,1,18,12,18,11,0,1,1.0
3642,1205665,23,8,1990,5,female,99.0,1,0,19,1,6,1,13,0,0.0
3644,1518803,36,29,1977,12,female,571.0,1,0,20,25,20,18,0,7,0.0
3645,2134315,25,7,1988,7,female,694.0,1,1,21,8,21,8,0,0,1.0
3646,1590366,18,12,1995,11,female,199.0,1,0,21,41,21,27,0,14,0.0
3649,1406450,16,10,1997,11,female,123.0,1,1,22,0,22,0,0,0,1.0
3650,1482211,20,22,1993,4,female,837.0,1,1,22,1,22,0,0,1,1.0
3655,1648600,25,3,1988,10,female,38.0,1,1,24,9,24,9,0,0,1.0
3658,1047447,36,20,1977,3,female,598.0,1,1,26,6,4,0,22,6,1.0
3659,1786433,14,29,1999,12,female,247.0,1,1,26,0,26,0,0,0,1.0
3666,1960362,19,16,1994,3,female,367.0,1,1,30,22,0,14,30,8,1.0
3668,1942752,18,5,1995,5,female,235.0,1,1,31,2,19,1,12,1,1.0
3671,1788081,51,13,1962,1,female,1501.0,1,1,31,10,31,9,0,1,1.0
3672,1013701,19,2,1994,1,female,115.0,1,1,31,230,31,125,0,105,1.0
3675,1514306,26,9,1987,4,female,555.0,1,1,32,2,32,2,0,0,1.0
3679,1159469,21,22,1992,10,female,198.0,1,1,33,16,33,3,0,13,1.0
3680,1831930,26,21,1987,12,female,312.0,1,0,34,1,0,0,34,1,0.0
3688,2125695,19,15,1994,5,female,30.0,1,1,38,8,0,4,38,4,1.0
3692,1402561,14,10,1999,2,female,202.0,1,1,41,1,0,0,41,1,1.0
3696,1556610,19,11,1994,5,female,147.0,1,1,43,156,0,13,43,143,1.0
3700,1972054,40,20,1973,1,female,697.0,1,1,46,71,34,44,12,27,1.0
3702,1096555,40,5,1973,5,female,10.0,1,1,47,1,47,1,0,0,1.0
3706,1330218,22,29,1991,10,female,327.0,1,1,53,5,0,0,53,5,1.0
3708,1406761,18,1,1995,1,female,387.0,1,0,53,4,21,1,32,3,0.0
3709,2142658,24,3,1989,7,female,31.0,1,1,53,19,51,19,2,0,1.0
3715,1571868,35,29,1978,11,female,893.0,1,1,58,7,31,7,27,0,1.0
3716,1064208,25,4,1988,5,female,230.0,1,1,57,21,16,14,41,7,1.0
3719,1270146,15,12,1998,8,female,392.0,1,1,59,23,59,12,0,11,1.0
3720,1972868,23,17,1990,2,female,125.0,1,0,63,4,0,0,63,4,0.0
3722,1806565,32,11,1981,5,female,247.0,1,1,63,16,57,14,6,2,1.0
3723,1098755,17,14,1996,1,female,60.0,1,1,61,30,61,26,0,4,1.0
3732,1979743,32,13,1981,1,female,674.0,1,1,80,80,79,79,1,1,1.0
3736,1491249,25,6,1988,5,female,58.0,1,1,83,48,83,42,0,6,1.0
3737,1198699,25,23,1988,7,female,215.0,1,1,85,1,83,1,2,0,1.0
3738,1077923,25,1,1988,8,female,145.0,1,1,85,0,85,0,0,0,1.0
3740,1942151,32,19,1981,8,female,72.0,1,1,91,0,91,0,0,0,1.0
3742,1524162,37,3,1976,9,female,26.0,1,0,94,26,0,0,94,26,0.0
3743,1653316,20,23,1993,6,female,347.0,1,1,102,5,78,3,24,2,1.0
3752,1353461,48,23,1965,5,female,698.0,1,1,125,3,125,3,0,0,1.0
3755,2048043,31,30,1982,3,female,55.0,1,1,137,89,62,69,75,20,1.0
3757,1805707,25,7,1988,6,female,192.0,1,1,165,7,165,5,0,2,1.0
3759,2181561,24,21,1989,2,female,410.0,1,1,194,16,1,4,193,12,1.0
3760,1680121,54,3,1959,3,female,10.0,1,1,198,3,198,1,0,2,1.0
3762,1454461,19,9,1994,3,female,37.0,1,1,238,67,8,6,230,61,1.0
3763,1228363,18,9,1995,9,female,15.0,1,0,237,114,237,108,0,6,0.0
3764,1306240,23,1,1990,1,female,128.0,1,0,271,450,271,160,0,290,0.0
3766,1727513,43,15,1970,3,female,197.0,1,0,349,175,349,137,0,38,0.0
3767,1537101,26,15,1987,10,female,76.0,1,1,389,28,389,27,0,1,1.0
3771,2168447,27,30,1986,1,female,32.0,1,0,532,55,500,42,32,13,0.0
3773,1765913,44,7,1969,10,female,35.0,1,1,677,340,142,266,535,74,1.0
3775,1644207,19,12,1994,1,female,188.0,1,1,1427,25,1426,5,1,20,1.0
3777,1006266,16,12,1997,7,female,213.0,1,1,5937,320,5704,122,233,198,1.0
3779,2090553,13,14,2000,2,female,126.0,2,1,0,0,0,0,0,0,0.5
3783,1071808,15,15,1998,12,female,79.0,2,2,0,0,0,0,0,0,1.0
3785,1849712,14,3,1999,3,female,116.0,2,0,0,0,0,0,0,0,0.0
3788,1667626,14,23,1999,6,female,264.0,2,0,0,0,0,0,0,0,0.0
3789,1436317,14,23,1999,8,female,50.0,2,2,0,3,0,3,0,0,1.0
3790,1355420,14,17,1999,8,female,1.0,2,2,0,0,0,0,0,0,1.0
3795,1719539,15,4,1998,2,female,2.0,2,2,0,0,0,0,0,0,1.0
3798,1341129,15,27,1998,7,female,232.0,2,1,0,0,0,0,0,0,0.5
3812,1910326,16,14,1997,6,female,251.0,2,2,0,0,0,0,0,0,1.0
3814,1012406,16,21,1997,7,female,18.0,2,2,0,0,0,0,0,0,1.0
3815,1651507,16,4,1997,8,female,85.0,2,0,0,0,0,0,0,0,0.0
3816,1655490,16,29,1997,10,female,796.0,2,1,0,0,0,0,0,0,0.5
3819,1726943,18,9,1995,11,female,83.0,2,2,0,0,0,0,0,0,1.0
3824,1697115,17,1,1996,1,female,118.0,2,0,0,0,0,0,0,0,0.0
3825,1183803,17,22,1996,2,female,394.0,2,1,0,0,0,0,0,0,0.5
3826,1308387,17,10,1996,2,female,199.0,2,2,0,0,0,0,0,0,1.0
3828,1502872,17,3,1996,3,female,314.0,2,2,0,0,0,0,0,0,1.0
3831,1823166,17,29,1996,7,female,469.0,2,0,0,0,0,0,0,0,0.0
3832,1133947,17,14,1996,9,female,263.0,2,2,0,2,0,2,0,0,1.0
3835,1454170,19,21,1994,12,female,355.0,2,2,0,0,0,0,0,0,1.0
3836,1109195,19,25,1994,12,female,222.0,2,0,0,0,0,0,0,0,0.0
3837,1580293,18,9,1995,1,female,223.0,2,1,0,0,0,0,0,0,0.5
3839,1043448,18,14,1995,1,female,143.0,2,0,0,0,0,0,0,0,0.0
3841,1470846,18,1,1995,2,female,90.0,2,1,0,0,0,0,0,0,0.5
3849,1584595,18,29,1995,5,female,571.0,2,1,0,0,0,0,0,0,0.5
3850,2164702,18,20,1995,5,female,282.0,2,1,0,0,0,0,0,0,0.5
3851,1896283,18,30,1995,5,female,72.0,2,1,0,0,0,0,0,0,0.5
3856,1163100,18,13,1995,8,female,536.0,2,1,0,2,0,2,0,0,0.5
3863,1993223,20,21,1993,11,female,434.0,2,1,0,0,0,0,0,0,0.5
3866,1715098,20,12,1993,12,female,254.0,2,1,0,0,0,0,0,0,0.5
3872,1783282,19,7,1994,4,female,11.0,2,2,0,0,0,0,0,0,1.0
3873,2175447,19,10,1994,4,female,7.0,2,2,0,0,0,0,0,0,1.0
3879,1746085,21,19,1992,11,female,518.0,2,2,0,0,0,0,0,0,1.0
3880,1357774,21,14,1992,12,female,919.0,2,2,0,0,0,0,0,0,1.0
3883,2101527,20,4,1993,1,female,19.0,2,2,0,0,0,0,0,0,1.0
3885,2160608,20,10,1993,3,female,974.0,2,1,0,0,0,0,0,0,0.5
3888,1402899,20,13,1993,4,female,275.0,2,1,0,0,0,0,0,0,0.5
3893,2041538,20,10,1993,8,female,210.0,2,2,0,0,0,0,0,0,1.0
3901,1502628,21,1,1992,1,female,65.0,2,2,0,0,0,0,0,0,1.0
3911,1407659,21,7,1992,7,female,335.0,2,2,0,0,0,0,0,0,1.0
3915,1413899,23,14,1990,11,female,99.0,2,2,0,0,0,0,0,0,1.0
3916,1439416,23,31,1990,12,female,410.0,2,2,0,0,0,0,0,0,1.0
3920,1932153,22,22,1991,3,female,253.0,2,2,0,2,0,2,0,0,1.0
3922,1146890,22,17,1991,5,female,177.0,2,2,0,0,0,0,0,0,1.0
3923,1874128,22,10,1991,5,female,18.0,2,2,0,0,0,0,0,0,1.0
3925,1847783,22,1,1991,5,female,20.0,2,0,0,0,0,0,0,0,0.0
3929,1410222,22,6,1991,8,female,10.0,2,2,0,0,0,0,0,0,1.0
3930,1280033,24,22,1989,11,female,436.0,2,2,0,1,0,1,0,0,1.0
3932,1209139,24,23,1989,12,female,322.0,2,2,0,0,0,0,0,0,1.0
3933,1504297,23,21,1990,1,female,381.0,2,2,0,0,0,0,0,0,1.0
3934,1443179,23,10,1990,1,female,26.0,2,0,0,0,0,0,0,0,0.0
3935,2165244,23,1,1990,1,female,561.0,2,1,0,0,0,0,0,0,0.5
3936,1884544,23,1,1990,1,female,142.0,2,2,0,0,0,0,0,0,1.0
3937,1266287,23,1,1990,1,female,666.0,2,1,0,0,0,0,0,0,0.5
3942,1061669,23,1,1990,1,female,281.0,2,2,0,0,0,0,0,0,1.0
3944,2060579,23,1,1990,1,female,102.0,2,2,0,0,0,0,0,0,1.0
3949,1627579,23,17,1990,2,female,236.0,2,2,0,1,0,1,0,0,1.0
3956,1504916,23,12,1990,4,female,337.0,2,2,0,0,0,0,0,0,1.0
3958,1413280,23,9,1990,6,female,1306.0,2,0,0,0,0,0,0,0,0.0
3965,1879929,23,13,1990,9,female,110.0,2,0,0,0,0,0,0,0,0.0
3974,1687170,24,7,1989,2,female,364.0,2,2,0,0,0,0,0,0,1.0
3979,1706937,24,26,1989,5,female,417.0,2,2,0,0,0,0,0,0,1.0
3988,1214742,24,10,1989,10,female,382.0,2,1,0,0,0,0,0,0,0.5
3989,1302908,26,11,1987,11,female,233.0,2,2,0,0,0,0,0,0,1.0
3993,1553931,25,1,1988,1,female,167.0,2,2,0,0,0,0,0,0,1.0
3997,1942676,25,1,1988,1,female,27.0,2,0,0,0,0,0,0,0,0.0
4005,1972871,25,14,1988,2,female,323.0,2,2,0,0,0,0,0,0,1.0
4013,2096615,25,22,1988,5,female,323.0,2,1,0,0,0,0,0,0,0.5
4015,1903828,25,21,1988,5,female,14.0,2,2,0,0,0,0,0,0,1.0
4017,2048574,25,4,1988,6,female,458.0,2,0,0,0,0,0,0,0,0.0
4019,2013901,25,26,1988,8,female,522.0,2,1,0,0,0,0,0,0,0.5
4021,1314949,25,21,1988,9,female,28.0,2,2,0,0,0,0,0,0,1.0
4026,1196404,27,21,1986,11,female,196.0,2,2,0,0,0,0,0,0,1.0
4034,1734397,26,1,1987,1,female,318.0,2,2,0,0,0,0,0,0,1.0
4039,1215881,26,2,1987,4,female,187.0,2,2,0,0,0,0,0,0,1.0
4047,2161730,26,18,1987,10,female,730.0,2,2,0,0,0,0,0,0,1.0
4050,1546088,26,14,1987,10,female,191.0,2,1,0,0,0,0,0,0,0.5
4056,1666830,27,2,1986,3,female,380.0,2,1,0,0,0,0,0,0,0.5
4060,1757801,27,28,1986,5,female,746.0,2,0,0,0,0,0,0,0,0.0
4061,1005681,27,22,1986,5,female,111.0,2,0,0,0,0,0,0,0,0.0
4063,1927602,27,14,1986,9,female,409.0,2,1,0,0,0,0,0,0,0.5
4064,1301953,27,24,1986,10,female,341.0,2,1,0,0,0,0,0,0,0.5
4065,1551638,29,28,1984,11,female,314.0,2,1,0,0,0,0,0,0,0.5
4067,1113732,29,10,1984,12,female,443.0,2,2,0,0,0,0,0,0,1.0
4068,1434804,29,3,1984,12,female,228.0,2,2,0,0,0,0,0,0,1.0
4070,2156565,28,1,1985,1,female,1509.0,2,1,0,1,0,1,0,0,0.5
4076,1851634,28,10,1985,3,female,249.0,2,2,0,1,0,0,0,1,1.0
4084,2032067,29,11,1984,1,female,221.0,2,1,0,0,0,0,0,0,0.5
4086,1935557,29,1,1984,1,female,407.0,2,2,0,0,0,0,0,0,1.0
4093,1892344,29,10,1984,2,female,427.0,2,2,0,0,0,0,0,0,1.0
4098,2024779,29,6,1984,5,female,394.0,2,2,0,0,0,0,0,0,1.0
4101,1307356,29,14,1984,6,female,136.0,2,2,0,0,0,0,0,0,1.0
4107,1683805,29,9,1984,10,female,263.0,2,1,0,0,0,0,0,0,0.5
4108,1269205,31,9,1982,11,female,376.0,2,2,0,0,0,0,0,0,1.0
4116,1968117,30,25,1983,7,female,706.0,2,2,0,0,0,0,0,0,1.0
4117,1161940,30,29,1983,7,female,578.0,2,2,0,0,0,0,0,0,1.0
4137,1105715,31,14,1982,10,female,587.0,2,0,0,0,0,0,0,0,0.0
4138,1880920,31,24,1982,10,female,180.0,2,2,0,0,0,0,0,0,1.0
4148,1122524,32,29,1981,3,female,357.0,2,2,0,0,0,0,0,0,1.0
4149,1056829,32,9,1981,3,female,249.0,2,2,0,2,0,2,0,0,1.0
4152,2063455,32,16,1981,5,female,318.0,2,2,0,0,0,0,0,0,1.0
4153,1942631,32,12,1981,5,female,209.0,2,1,0,0,0,0,0,0,0.5
4155,1016679,32,4,1981,7,female,397.0,2,1,0,0,0,0,0,0,0.5
4157,1447913,32,20,1981,8,female,286.0,2,0,0,0,0,0,0,0,0.0
4160,1687005,32,15,1981,9,female,367.0,2,1,0,0,0,0,0,0,0.5
4162,2121618,34,2,1979,12,female,390.0,2,2,0,0,0,0,0,0,1.0
4168,1148033,33,4,1980,2,female,262.0,2,2,0,0,0,0,0,0,1.0
4171,1995651,33,7,1980,3,female,555.0,2,2,0,0,0,0,0,0,1.0
4173,2164238,33,14,1980,3,female,128.0,2,0,0,0,0,0,0,0,0.0
4174,1576798,33,1,1980,3,female,768.0,2,2,0,0,0,0,0,0,1.0
4176,1223476,33,5,1980,5,female,535.0,2,1,0,0,0,0,0,0,0.5
4177,2065576,33,20,1980,5,female,49.0,2,1,0,0,0,0,0,0,0.5
4180,1944616,33,4,1980,8,female,401.0,2,2,0,0,0,0,0,0,1.0
4185,1928620,33,17,1980,9,female,441.0,2,2,0,0,0,0,0,0,1.0
4187,2000068,33,3,1980,10,female,130.0,2,1,0,0,0,0,0,0,0.5
4193,1105414,34,26,1979,6,female,440.0,2,2,0,0,0,0,0,0,1.0
4195,1832231,34,11,1979,8,female,395.0,2,1,0,0,0,0,0,0,0.5
4201,1797770,35,10,1978,1,female,429.0,2,1,0,0,0,0,0,0,0.5
4203,1832664,35,27,1978,2,female,430.0,2,2,0,0,0,0,0,0,1.0
4204,1166539,35,7,1978,2,female,206.0,2,0,0,0,0,0,0,0,0.0
4205,1950912,35,6,1978,4,female,209.0,2,1,0,0,0,0,0,0,0.5
4215,1004946,36,10,1977,5,female,543.0,2,1,0,2,0,0,0,2,0.5
4217,1352664,36,7,1977,7,female,477.0,2,2,0,0,0,0,0,0,1.0
4218,1277824,36,16,1977,8,female,513.0,2,0,0,0,0,0,0,0,0.0
4220,2193157,36,8,1977,8,female,160.0,2,2,0,0,0,0,0,0,1.0
4227,1741813,37,16,1976,5,female,304.0,2,0,0,0,0,0,0,0,0.0
4228,2022976,37,26,1976,5,female,264.0,2,1,0,0,0,0,0,0,0.5
4229,1470700,37,12,1976,6,female,314.0,2,0,0,0,0,0,0,0,0.0
4245,1780455,38,23,1975,4,female,574.0,2,1,0,0,0,0,0,0,0.5
4247,1023724,38,2,1975,10,female,420.0,2,2,0,0,0,0,0,0,1.0
4250,1606629,40,18,1973,11,female,370.0,2,1,0,0,0,0,0,0,0.5
4251,1576193,39,23,1974,1,female,625.0,2,1,0,0,0,0,0,0,0.5
4253,1459912,39,25,1974,2,female,358.0,2,1,0,0,0,0,0,0,0.5
4257,2110966,39,15,1974,4,female,269.0,2,1,0,0,0,0,0,0,0.5
4270,1578468,40,9,1973,4,female,344.0,2,1,0,0,0,0,0,0,0.5
4271,1521166,40,6,1973,6,female,483.0,2,0,0,0,0,0,0,0,0.0
4272,1402814,40,15,1973,8,female,616.0,2,0,0,0,0,0,0,0,0.0
4275,1842728,42,2,1971,11,female,84.0,2,1,0,0,0,0,0,0,0.5
4277,1620106,42,4,1971,11,female,247.0,2,0,0,0,0,0,0,0,0.0
4279,1839669,42,2,1971,11,female,61.0,2,1,0,0,0,0,0,0,0.5
4281,1178621,41,25,1972,1,female,377.0,2,2,0,0,0,0,0,0,1.0
